user_id,parent_asin,is_positive,match_level,actual_rating
SIM_USER_HOME_AUDIO,B00P9K400C,False,low,2
SIM_USER_HOME_AUDIO,B073TSK26W,True,high,4
SIM_USER_HOME_AUDIO,B08XM7BLKF,True,high,5
SIM_USER_HOME_AUDIO,B00KR6XXZ6,False,medium,3
SIM_USER_HOME_AUDIO,B08C4K4SMW,True,high,5
SIM_USER_HOME_AUDIO,B09F1JCXMQ,False,medium,4
SIM_USER_HOME_AUDIO,B001UI2FPE,True,high,4
SIM_USER_HOME_AUDIO,B0144AAIWQ,True,high,5
SIM_USER_HOME_AUDIO,B009V8F700,False,medium,3
SIM_USER_HOME_AUDIO,B0C7446NJX,False,medium,4
SIM_USER_NETWORK_TECH,B0C6PRR41P,True,high,4
SIM_USER_NETWORK_TECH,B0BJP7Q5Y2,False,medium,2
SIM_USER_NETWORK_TECH,B00006JQ06,False,medium,3
SIM_USER_NETWORK_TECH,B08MJ3CSW7,True,high,5
SIM_USER_NETWORK_TECH,B008I64J9G,True,high,5
SIM_USER_NETWORK_TECH,B01J1YUH3U,True,high,4
SIM_USER_NETWORK_TECH,B002CIDIPW,True,high,5
SIM_USER_NETWORK_TECH,B00DVTBM2W,True,high,5
SIM_USER_NETWORK_TECH,B0C5J66WNF,False,medium,3
SIM_USER_NETWORK_TECH,B07RHQGS8V,False,medium,2
SIM_USER_NETWORK_TECH,B09WR1GBC7,False,medium,3
SIM_USER_NETWORK_TECH,B001IYCUM8,True,high,5
SIM_USER_NETWORK_TECH,B004YKJ5TE,True,high,5
SIM_USER_NETWORK_TECH,B0052AWGLE,False,medium,3
SIM_USER_NETWORK_TECH,B07K73R778,True,high,4
SIM_USER_NETWORK_TECH,B071CLKMRT,False,medium,3
SIM_USER_NETWORK_TECH,B0C3QXVTXB,True,high,5
SIM_USER_NETWORK_TECH,B0BV118GHT,True,high,5
SIM_USER_NETWORK_TECH,B09WRF4Y6G,False,medium,3
SIM_USER_NETWORK_TECH,B07DR89CD9,True,high,5
