user_id,parent_asin,rating,timestamp
SIM_USER_HOME_AUDIO,B002J9HBIO,5,1785436184
SIM_USER_HOME_AUDIO,B01MRQKP88,5,1785436771
SIM_USER_HOME_AUDIO,B01DN7OH4G,3,1785438018
SIM_USER_HOME_AUDIO,B000NMFCIA,5,1785439445
SIM_USER_HOME_AUDIO,B0082E9K7U,4,1785440852
SIM_USER_HOME_AUDIO,B01DN7NJDQ,3,1785441492
SIM_USER_HOME_AUDIO,B08KHV7H1S,4,1785442229
SIM_USER_HOME_AUDIO,B00P9K400C,2,1785443305
SIM_USER_HOME_AUDIO,B073TSK26W,4,1785444536
SIM_USER_HOME_AUDIO,B08XM7BLKF,5,1785446332
SIM_USER_HOME_AUDIO,B00KR6XXZ6,3,1785447239
SIM_USER_HOME_AUDIO,B08C4K4SMW,5,1785448649
SIM_USER_HOME_AUDIO,B09F1JCXMQ,4,1785449066
SIM_USER_HOME_AUDIO,B001UI2FPE,4,1785450395
SIM_USER_HOME_AUDIO,B0144AAIWQ,5,1785450859
SIM_USER_HOME_AUDIO,B009V8F700,3,1785451298
SIM_USER_HOME_AUDIO,B0C7446NJX,4,1785452764
SIM_USER_NETWORK_TECH,B0C6PRR41P,4,1785453145
SIM_USER_NETWORK_TECH,B0BJP7Q5Y2,2,1785454791
SIM_USER_NETWORK_TECH,B00006JQ06,3,1785455738
SIM_USER_NETWORK_TECH,B08MJ3CSW7,5,1785457504
SIM_USER_NETWORK_TECH,B008I64J9G,5,1785458614
SIM_USER_NETWORK_TECH,B01J1YUH3U,4,1785459528
SIM_USER_NETWORK_TECH,B002CIDIPW,5,1785459847
SIM_USER_NETWORK_TECH,B00DVTBM2W,5,1785460351
SIM_USER_NETWORK_TECH,B0C5J66WNF,3,1785461687
SIM_USER_NETWORK_TECH,B07RHQGS8V,2,1785462127
SIM_USER_NETWORK_TECH,B09WR1GBC7,3,1785462750
SIM_USER_NETWORK_TECH,B001IYCUM8,5,1785463669
SIM_USER_NETWORK_TECH,B004YKJ5TE,5,1785463985
SIM_USER_NETWORK_TECH,B0052AWGLE,3,1785465643
SIM_USER_NETWORK_TECH,B07K73R778,4,1785466179
SIM_USER_NETWORK_TECH,B071CLKMRT,3,1785466797
SIM_USER_NETWORK_TECH,B0C3QXVTXB,5,1785467528
SIM_USER_NETWORK_TECH,B0BV118GHT,5,1785469235
SIM_USER_NETWORK_TECH,B09WRF4Y6G,3,1785470535
SIM_USER_NETWORK_TECH,B07DR89CD9,5,1785472134
